slice_id,z_um,pore_fraction,resin_fraction,matrix_fraction,mean_intensity,std_intensity,pore_object_count,mean_pore_equivalent_diameter_um,resin_object_count,mean_resin_equivalent_diameter_um,heterogeneity_index,PC1,PC2,is_anomaly,anomaly_score,anomaly_category
26,2080.0,0.0050895538992101,0.1980754255200801,0.7929413727889643,184.8588830793192,33.098040015767054,52,145.22833051713872,267,392.3769298683618,0.3352974683261397,0.827894216697197,-1.0341652660397034,False,-0.14941535097665398,normal
27,2160.0,0.0048670597396818,0.1894537768383579,0.8015630214706864,185.11336077427967,32.440188569032266,64,131.18577886397418,238,411.73365312383584,0.3405019887251626,1.660880782712296,-1.1363571816149933,False,-0.14528461530005593,normal
28,2240.0,0.0043664478807431,0.1868116586939592,0.8035654689064412,185.27308376905103,32.04737339414543,45,145.83020529460222,260,391.6082452763174,0.3419536343763463,1.6329834432418617,-1.0621285943106482,False,-0.11014931504100267,normal
29,2320.0,0.0054232951385026,0.1882856825008343,0.8008955389921014,185.24833129380357,32.213558669626444,55,144.44402168072202,251,402.5791712532625,0.3401806023151659,1.5462266024236488,-0.9844174647340721,False,-0.13624411357223049,normal
30,2400.0,0.0055067304483257,0.1945989542774502,0.7940816553565468,185.17198798531535,32.875642779257895,47,156.3682426771711,245,411.3654399152482,0.3361523778486542,1.2695936762001048,-0.611174667152684,False,-0.16780884028938664,normal
31,2480.0,0.0052286127489153,0.1995216375570141,0.7894370897763934,185.2681054622316,33.46157965368332,51,150.3711965944292,244,412.7524761686027,0.3334554702402026,1.0044749017483416,-0.6629366054301133,False,-0.18810830390971123,normal
32,2560.0,0.0045333185003893,0.2087551451774391,0.7818444765824897,185.37776727110912,34.01073765056498,43,151.36859856352592,238,434.53983196632106,0.3290306592841285,0.8321826700559203,-0.47003006080627413,False,-0.18629178439343158,normal
33,2640.0,0.004310824340861,0.2157358994326399,0.776337746134164,185.5105406608077,34.0490813885711,40,157.50059040689445,253,433.2897201907383,0.3257471004179582,0.42430387615825876,-0.5012161708913121,False,-0.17578524720497407,normal
34,2720.0,0.0043664478807431,0.2123150517298921,0.7797029702970297,185.70536210924465,33.65890718154962,47,145.85961120444708,251,436.4881484932988,0.3276716505167499,0.670847348672211,-0.7299420667353385,False,-0.18054109379352995,normal
35,2800.0,0.0038102124819223,0.2025531204805873,0.789909889865391,185.9464067193236,32.995065033222176,38,152.4467553556887,250,420.4683233439679,0.3337396558204401,1.2115480946226356,-0.7064446793478107,False,-0.1836317613503176,normal
36,2880.0,0.003615530092335,0.1977138725108466,0.7949160084547781,186.1739348092113,32.458507967112176,37,147.61338293436188,245,417.8663056396792,0.3367295328700995,1.569243947099379,-0.8237005080773917,False,-0.1720500579785434,normal
37,2960.0,0.0034764712426298,0.1961286016242073,0.7964178440315942,186.2683557681611,32.3687581032336,37,143.69188172452934,235,426.4553414249259,0.3376747347787417,1.8157872017302923,-0.7981182976191874,False,-0.15991014382883206,normal
38,3040.0,0.0035320947825119,0.1968517076426743,0.7955000556235399,186.24788630548449,32.50587698960041,45,137.43667474112883,232,422.6882575018973,0.3371392010983854,1.7062376163050628,-0.9287589679554017,False,-0.16439281299190844,normal
